type,mistral-openai,mistral-together,mistral-anthropic,openai-together,openai-anthropic,together-anthropic
review,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,86.66666666666667,96.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667
review,86.66666666666667,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,66.66666666666666
review,96.66666666666667,66.66666666666666,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666
review,86.66666666666667,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,96.66666666666667,43.333333333333336,96.66666666666667,43.333333333333336,96.66666666666667,43.333333333333336
review,96.66666666666667,86.66666666666667,76.66666666666666,86.66666666666667,76.66666666666666,76.66666666666666
review,53.333333333333336,53.333333333333336,76.66666666666666,96.66666666666667,53.333333333333336,53.333333333333336
review,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667
review,86.66666666666667,96.66666666666667,76.66666666666666,96.66666666666667,76.66666666666666,76.66666666666666
review,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,66.66666666666666,0.0,76.66666666666666,0.0,66.66666666666666,0.0
review,33.33333333333333,33.33333333333333,86.66666666666667,53.333333333333336,33.33333333333333,33.33333333333333
review,76.66666666666666,76.66666666666666,76.66666666666666,86.66666666666667,76.66666666666666,76.66666666666666
review,96.66666666666667,96.66666666666667,86.66666666666667,96.66666666666667,86.66666666666667,96.66666666666667
review,63.33333333333333,63.33333333333333,63.33333333333333,96.66666666666667,96.66666666666667,96.66666666666667
review,86.66666666666667,43.333333333333336,86.66666666666667,43.333333333333336,86.66666666666667,43.333333333333336
review,96.66666666666667,86.66666666666667,76.66666666666666,86.66666666666667,76.66666666666666,76.66666666666666
review,96.66666666666667,96.66666666666667,86.66666666666667,96.66666666666667,86.66666666666667,86.66666666666667
review,96.66666666666667,53.333333333333336,86.66666666666667,53.333333333333336,86.66666666666667,43.333333333333336
review,86.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
review,43.333333333333336,76.66666666666666,76.66666666666666,43.333333333333336,63.33333333333333,76.66666666666666
review,76.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333
review,86.66666666666667,76.66666666666666,33.33333333333333,76.66666666666666,33.33333333333333,33.33333333333333
review,86.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
review,96.66666666666667,76.66666666666666,53.333333333333336,76.66666666666666,53.333333333333336,43.333333333333336
review,76.66666666666666,66.66666666666666,66.66666666666666,86.66666666666667,86.66666666666667,86.66666666666667
review,86.66666666666667,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,86.66666666666667,76.66666666666666,86.66666666666667,76.66666666666666,86.66666666666667,76.66666666666666
review,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667
review,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667
review,43.333333333333336,43.333333333333336,66.66666666666666,76.66666666666666,33.33333333333333,33.33333333333333
review,86.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
review,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667
review,53.333333333333336,53.333333333333336,53.333333333333336,96.66666666666667,86.66666666666667,86.66666666666667
review,106.66666666666667,96.66666666666667,33.33333333333333,96.66666666666667,33.33333333333333,33.33333333333333
review,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,86.66666666666667
review,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,76.66666666666666,86.66666666666667,86.66666666666667,76.66666666666666,76.66666666666666,86.66666666666667
review,43.333333333333336,76.66666666666666,66.66666666666666,53.333333333333336,33.33333333333333,76.66666666666666
review,66.66666666666666,43.333333333333336,66.66666666666666,33.33333333333333,76.66666666666666,33.33333333333333
review,76.66666666666666,43.333333333333336,76.66666666666666,53.333333333333336,76.66666666666666,43.333333333333336
review,96.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666
review,86.66666666666667,0.0,0.0,0.0,0.0,0.0
review,106.66666666666667,106.66666666666667,96.66666666666667,106.66666666666667,96.66666666666667,96.66666666666667
review,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666
review,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,86.66666666666667,76.66666666666666
review,63.33333333333333,63.33333333333333,96.66666666666667,96.66666666666667,63.33333333333333,63.33333333333333
review,43.333333333333336,43.333333333333336,76.66666666666666,43.333333333333336,43.333333333333336,43.333333333333336
review,86.66666666666667,33.33333333333333,76.66666666666666,33.33333333333333,76.66666666666666,33.33333333333333
review,76.66666666666666,43.333333333333336,66.66666666666666,43.333333333333336,66.66666666666666,43.333333333333336
review,86.66666666666667,53.333333333333336,66.66666666666666,53.333333333333336,66.66666666666666,33.33333333333333
review,63.33333333333333,0.0,66.66666666666666,0.0,43.333333333333336,0.0
review,86.66666666666667,53.333333333333336,76.66666666666666,53.333333333333336,76.66666666666666,43.333333333333336
review,76.66666666666666,43.333333333333336,66.66666666666666,53.333333333333336,66.66666666666666,33.33333333333333
review,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666
review,86.66666666666667,43.333333333333336,76.66666666666666,43.333333333333336,76.66666666666666,43.333333333333336
review,86.66666666666667,43.333333333333336,86.66666666666667,53.333333333333336,86.66666666666667,43.333333333333336
review,86.66666666666667,76.66666666666666,76.66666666666666,86.66666666666667,76.66666666666666,76.66666666666666
review,0.0,0.0,0.0,86.66666666666667,76.66666666666666,76.66666666666666
review,96.66666666666667,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,66.66666666666666
review,86.66666666666667,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,86.66666666666667,53.333333333333336,86.66666666666667,63.33333333333333,96.66666666666667,63.33333333333333
review,66.66666666666666,66.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666,76.66666666666666
review,76.66666666666666,76.66666666666666,43.333333333333336,76.66666666666666,43.333333333333336,43.333333333333336
review,53.333333333333336,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,43.333333333333336
review,66.66666666666666,66.66666666666666,66.66666666666666,76.66666666666666,86.66666666666667,66.66666666666666
review,76.66666666666666,43.333333333333336,66.66666666666666,33.33333333333333,66.66666666666666,43.333333333333336
product,86.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,86.66666666666667
product,106.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,106.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,76.66666666666666,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,96.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,96.66666666666667,0.0,66.66666666666666,0.0,66.66666666666666,0.0
product,86.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,96.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,76.66666666666666,33.33333333333333,76.66666666666666,33.33333333333333,33.33333333333333
product,96.66666666666667,0.0,66.66666666666666,0.0,66.66666666666666,0.0
product,96.66666666666667,96.66666666666667,66.66666666666666,96.66666666666667,66.66666666666666,66.66666666666666
product,86.66666666666667,96.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,86.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,86.66666666666667,86.66666666666667,76.66666666666666,96.66666666666667,76.66666666666666,76.66666666666666
product,86.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,76.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,66.66666666666666,106.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,96.66666666666667,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,66.66666666666666,66.66666666666666,66.66666666666666,86.66666666666667,86.66666666666667,86.66666666666667
product,76.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,76.66666666666666,76.66666666666666,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,86.66666666666667,0.0,66.66666666666666,0.0,66.66666666666666,0.0
product,76.66666666666666,76.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666
product,76.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
product,86.66666666666667,63.33333333333333,66.66666666666666,53.333333333333336,66.66666666666666,33.33333333333333
product,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666,76.66666666666666,66.66666666666666
product,86.66666666666667,86.66666666666667,66.66666666666666,86.66666666666667,66.66666666666666,66.66666666666666
product,96.66666666666667,96.66666666666667,66.66666666666666,96.66666666666667,66.66666666666666,66.66666666666666
