review,product,bert_score,improved_bert_score,cosine_similarity,jaccard_similarity,levenshtein_distance,overlap_coefficient,bleu_score,rouge_score,tfidf_cosine_similarity,mean_similarity
"A bit expensive, but worth it for the spotless results.",Ecover Eco-Friendly Detergent – Perfect for the Eco-Conscious,0.10860811918973923,0.06,0.3386301100254059,0.0,0.8539473684210527,0.0,0.0,0.0,0.0,0.15124284418179976
"A bit expensive, but worth it for the spotless results.",EltaMD Pore-Friendly Sunscreen – Protection Without Clogging,0.18354810774326324,0.04,0.4983072578907013,0.0,0.8839887640449439,0.0,0.0,0.0,0.0,0.17842712551987872
"A bit expensive, but worth it for the spotless results.","Finish Detergent – Tough on Grease, No Residue Left",0.16911602020263672,0.59,0.4830034375190735,0.0,0.8735191637630662,0.0,0.0,0.0,0.0,0.2350709579427529
"A bit expensive, but worth it for the spotless results.",Finish Quantum Detergent – Stubborn Food Stains Gone,0.2155986875295639,0.59,0.4753335416316986,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.2410912353389057
"A bit expensive, but worth it for the spotless results.",Gain Powder Detergent – Fresh-Smelling Laundry for Days,0.24901649355888367,0.06,0.513645589351654,0.0,0.8881796690307329,0.0,0.0,0.0,0.0,0.1900935279934745
"A bit expensive, but worth it for the spotless results.",Hawaiian Tropic Waterproof Sunscreen – Pool Day Essential,0.28618183732032776,0.04,0.438022643327713,0.0,0.8354166666666667,0.0,0.0,0.0,0.0,0.1777356830349675
"A bit expensive, but worth it for the spotless results.",Hydro Flask Lightweight Insulation Mug – Stay Warm for Hours,0.2311895489692688,0.04,0.4373421370983124,0.0,0.8962679425837321,0.0,0.0,0.0,0.0,0.17831106985014591
"A bit expensive, but worth it for the spotless results.",La Roche-Posay Sensitive Skin Sunscreen – No Breakouts,0.14297190308570862,0.05,0.4203304350376129,0.0,0.8253333333333334,0.0,0.0,0.0,0.0,0.15984840793962832
"A bit expensive, but worth it for the spotless results.",La Roche-Posay Suncream – The Best in Sun Protection,0.17056779563426971,0.03,0.4095245599746704,0.0,0.835672514619883,0.0,0.0,0.0,0.0,0.16064054113653592
"A bit expensive, but worth it for the spotless results.","Neutrogena Daily Sunscreen – Quick Absorption, No Grease",0.2387450486421585,0.05,0.5194128751754761,0.0,0.8272222222222222,0.0,0.0,0.0,0.0,0.18170890511553964
"A bit expensive, but worth it for the spotless results.",Neutrogena Face & Body Sunscreen – All-Purpose Protection,0.17436298727989197,0.04,0.5941991209983826,0.0,0.8989090909090909,0.0,0.0,0.0,0.0,0.18971902213192948
"A bit expensive, but worth it for the spotless results.","Neutrogena Sunscreen – Soft, Protected Skin All Day",0.196860671043396,0.04,0.43359678983688354,0.0,0.8972,0.0,0.0,0.0,0.0,0.17418416232003106
"A bit expensive, but worth it for the spotless results.",OMO Powder Detergent – Leaves Residue on Dark Clothes,0.27046042680740356,0.06,0.4831189215183258,0.0,0.8796052631578948,0.0,0.0,0.0,0.0,0.18813162349818047
"A bit expensive, but worth it for the spotless results.",Persil Powder Detergent – Powerful Stain Removal,0.306052565574646,0.06,0.5201651453971863,0.0,0.8394871794871794,0.0,0.0,0.0,0.0,0.19174498782877908
"A bit expensive, but worth it for the spotless results.",Seventh Generation Powder Detergent – Great for Sensitive Skin,0.25978127121925354,0.05,0.4300883114337921,0.0,0.8475609756097561,0.0,0.0,0.0,0.0,0.1763811731403113
"A bit expensive, but worth it for the spotless results.",Supergoop Premium Sunscreen – Worth Every Penny,0.11637688428163528,0.04,0.5171658992767334,0.0,0.8590998043052838,0.0,0.0,0.0,0.0,0.17029362087373917
"A bit expensive, but worth it for the spotless results.","Tide Powder Detergent – Fresh, Clean Clothes Every Time",0.32615214586257935,0.07,0.5987266302108765,0.0625,0.9067049808429118,0.2,0.045840548710047176,0.12499999625000012,0.10609394069602554,0.27122424917471566
"A bit expensive, but worth it for the spotless results.",Yeti Thermal Mug – No More Cold Coffee!,0.26106104254722595,0.04,0.3617701530456543,0.0,0.8698795180722891,0.0,0.0,0.0,0.0,0.17030119040724104
"A bit expensive, but worth it for the spotless results.",Zojirushi Scalding Hot Coffee Mug – Best Insulation Yet,0.18484920263290405,0.03,0.3043101727962494,0.0,0.9094573643410853,0.0,0.0,0.0,0.0,0.1587351933078043
"A bit expensive, but worth it for the spotless results.",Zojirushi Sleek Travel Mug – Perfect Fit for Car Holders,0.2161799818277359,0.04,0.41428688168525696,0.0,0.8740506329113924,0.0,0.0,0.0,0.0,0.17161305515826503
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Ariel Powder Detergent – Whites Brighter, Even in Cold Water",0.26757732033729553,0.04,0.38126060366630554,0.0,0.8125,0.0,0.0,0.0,0.0,0.16681532488928902
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Arm & Hammer Powder Detergent – Great Value, Lasts Forever",0.2088422030210495,0.05,0.5599524974822998,0.0,0.8754251700680272,0.0,0.0,0.0,0.0,0.18824665228570853
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Banana Boat Beach-Saver Sunscreen – No Burns, Just Fun",0.20972731709480286,0.57,0.46504130959510803,0.0,0.8590182648401826,0.0,0.0,0.12499999570312517,0.05869868646731191,0.2541650637445034
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Cascade Complete Detergent – No Pre-Rinsing Needed for Grease,0.2100304365158081,0.03,0.3058978319168091,0.0,0.873995983935743,0.0,0.0,0.0,0.0,0.15776936137426223
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Cascade Platinum Detergent – Pricey, But Worth It for Results",0.3085021376609802,0.06,0.7391795516014099,0.08333333333333333,0.883739837398374,0.3333333333333333,0.03427336843371771,0.11764705467128042,0.19238511369063785,0.30582152556922965
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Cascade Sparkling Clean Detergent – Your Dishes Will Shine,0.2911899983882904,0.04,0.35776039958000183,0.0,0.8313817330210773,0.0,0.0,0.0,0.0,0.16892579233215219
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",CeraVe Lightweight Sunscreen – Perfect Under Makeup,0.14743894338607788,0.57,0.4290579557418823,0.0,0.8010928961748633,0.0,0.0,0.0,0.0,0.21639886614475815
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Contigo All-Day Heat Retention Mug – Ideal for Travel,0.20588171482086182,0.04,0.3967316746711731,0.0,0.8991071428571429,0.0,0.0,0.0,0.0,0.17130228137213088
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Contigo Leak-Proof Mug – Toss in Your Bag with Confidence,0.19046545028686523,0.04,0.4974151849746704,0.0,0.8713178294573644,0.0,0.0,0.0,0.0,0.1776887183021
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Contigo Workday Travel Mug – Keeps Coffee Hot for Hours!,0.22536920011043549,0.03,0.40237584710121155,0.0,0.9099832915622389,0.0,0.0,0.0,0.0,0.1741920376415429
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Coppertone Suncream – Strong Scent, Strong Protection",0.31496572494506836,0.57,0.5567762851715088,0.1111111111111111,0.8615873015873016,0.3333333333333333,0.0931646746134567,0.14285713826530627,0.10658510262542636,0.3433756301836125
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Dreft Baby Powder Detergent – Gentle on Baby Clothes,0.3057374358177185,0.04,0.4271572530269623,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.17582427759649893
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Ecover Eco-Friendly Detergent – Perfect for the Eco-Conscious,0.12267693132162094,0.04,0.25569823384284973,0.0,0.8428362573099415,0.0,0.0,0.0,0.0,0.14013460249715692
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",EltaMD Pore-Friendly Sunscreen – Protection Without Clogging,0.2093692272901535,0.56,0.5111225843429565,0.1,0.8871722846441947,0.3333333333333333,0.06675540639996079,0.1538461491124262,0.10658510262542635,0.3253537875276058
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Finish Detergent – Tough on Grease, No Residue Left",0.18586471676826477,0.03,0.30406996607780457,0.0,0.8583042973286876,0.0,0.0,0.0,0.0,0.1531376644638619
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Finish Quantum Detergent – Stubborn Food Stains Gone,0.2243088036775589,0.03,0.2616506516933441,0.0,0.8750985027580772,0.0,0.0,0.0,0.0,0.15456199534766446
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Gain Powder Detergent – Fresh-Smelling Laundry for Days,0.24281734228134155,0.04,0.3365668058395386,0.0,0.8770685579196218,0.0,0.0,0.0,0.0,0.16627252289338912
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Hawaiian Tropic Waterproof Sunscreen – Pool Day Essential,0.2451879382133484,0.57,0.44977471232414246,0.0,0.8307291666666666,0.0,0.0,0.14285713826530627,0.06743557494279506,0.2562205033791398
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Hydro Flask Lightweight Insulation Mug – Stay Warm for Hours,0.232822984457016,0.04,0.49023646116256714,0.0,0.8791068580542265,0.0,0.0,0.0,0.0,0.1824629226304233
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",La Roche-Posay Sensitive Skin Sunscreen – No Breakouts,0.19556841254234314,0.56,0.34789347648620605,0.0,0.8066666666666666,0.0,0.0,0.0,0.0,0.21223650618835732
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",La Roche-Posay Suncream – The Best in Sun Protection,0.14220863580703735,0.56,0.42015907168388367,0.0,0.8235867446393762,0.0,0.0,0.1538461491124262,0.13754360455586231,0.24859380064428727
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Neutrogena Daily Sunscreen – Quick Absorption, No Grease",0.198086217045784,0.56,0.3571615219116211,0.0,0.8148148148148149,0.0,0.0,0.0,0.0,0.21445139486358
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Neutrogena Face & Body Sunscreen – All-Purpose Protection,0.25690141320228577,0.56,0.5894018411636353,0.07692307692307693,0.8966666666666667,0.3333333333333333,0.0245579416015901,0.13333332888888905,0.11098285073117728,0.3313444947234061
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Neutrogena Sunscreen – Soft, Protected Skin All Day",0.23485024273395538,0.56,0.6008872389793396,0.0,0.897,0.0,0.0,0.12499999570312517,0.03091514185509212,0.27207251325239024
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",OMO Powder Detergent – Leaves Residue on Dark Clothes,0.2918355464935303,0.04,0.33241450786590576,0.0,0.8640350877192983,0.0,0.0,0.0,0.0,0.1698094602309705
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Persil Powder Detergent – Powerful Stain Removal,0.2794552743434906,0.04,0.25321975350379944,0.0,0.8222222222222222,0.0,0.0,0.0,0.0,0.15498858334105692
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Seventh Generation Powder Detergent – Great for Sensitive Skin,0.2389954924583435,0.04,0.3526979982852936,0.0,0.8434959349593496,0.0,0.0,0.0,0.0,0.16390993618922076
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Supergoop Premium Sunscreen – Worth Every Penny,0.2362242490053177,0.92,0.7719221115112305,0.0,0.863013698630137,0.0,0.0,0.0,0.37075462244478774,0.3513238535101636
"A bit pricey, but the protection it provides is worth every penny with Supergoop.","Tide Powder Detergent – Fresh, Clean Clothes Every Time",0.302896112203598,0.04,0.3889394700527191,0.0,0.8860153256704981,0.0,0.0,0.0,0.047220356128606276,0.18500791822838017
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Yeti Thermal Mug – No More Cold Coffee!,0.3546125888824463,0.04,0.3561258614063263,0.0,0.8594377510040161,0.0,0.0,0.0,0.0,0.17890846681030986
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Zojirushi Scalding Hot Coffee Mug – Best Insulation Yet,0.18760426342487335,0.03,0.36412838101387024,0.0,0.9025839793281654,0.0,0.0,0.0,0.0,0.16492406930743433
"A bit pricey, but the protection it provides is worth every penny with Supergoop.",Zojirushi Sleek Travel Mug – Perfect Fit for Car Holders,0.2704384922981262,0.05,0.4487362802028656,0.0,0.8649789029535865,0.0,0.0,0.0,0.0,0.18157263060606427
"A bit thick to apply, but once it’s on, it stays all day.","Ariel Powder Detergent – Whites Brighter, Even in Cold Water",0.2976840138435364,0.04,0.55836021900177,0.0,0.8922222222222222,0.0,0.0,0.0,0.0,0.19869627278528096
"A bit thick to apply, but once it’s on, it stays all day.","Arm & Hammer Powder Detergent – Great Value, Lasts Forever",0.22018465399742126,0.05,0.6438500881195068,0.0,0.8821428571428571,0.0,0.0,0.0,0.05802845068119373,0.20602289443788654
"A bit thick to apply, but once it’s on, it stays all day.","Banana Boat Beach-Saver Sunscreen – No Burns, Just Fun",0.28326913714408875,0.57,0.6184956431388855,0.058823529411764705,0.8902777777777777,0.125,0.08243063610063524,0.16666666170138905,0.06323114458677273,0.3175771699845904
"A bit thick to apply, but once it’s on, it stays all day.",Cascade Complete Detergent – No Pre-Rinsing Needed for Grease,0.15934859216213226,0.04,0.5360443592071533,0.0,0.8854166666666666,0.0,0.0,0.0,0.0,0.18008995755955023
"A bit thick to apply, but once it’s on, it stays all day.","Cascade Platinum Detergent – Pricey, But Worth It for Results",0.13976483047008514,0.03,0.6267295479774475,0.0,0.8997777777777778,0.0,0.0,0.0,0.0,0.1884746840250345
"A bit thick to apply, but once it’s on, it stays all day.",Cascade Sparkling Clean Detergent – Your Dishes Will Shine,0.2563234567642212,0.04,0.5754511952400208,0.0,0.8944444444444445,0.0,0.0,0.0,0.0,0.19624656627207626
"A bit thick to apply, but once it’s on, it stays all day.",CeraVe Lightweight Sunscreen – Perfect Under Makeup,0.2138502150774002,0.58,0.6946776509284973,0.0,0.8744444444444445,0.0,0.0,0.09999999545000023,0.10152852403842219,0.2849445366598627
"A bit thick to apply, but once it’s on, it stays all day.",Contigo All-Day Heat Retention Mug – Ideal for Travel,0.14622123539447784,0.06,0.5640889406204224,0.0,0.9017857142857143,0.0,0.0,0.0,0.0995743160076868,0.1968522451453668
"A bit thick to apply, but once it’s on, it stays all day.",Contigo Leak-Proof Mug – Toss in Your Bag with Confidence,0.18806466460227966,0.04,0.561161994934082,0.0,0.8895555555555555,0.0,0.0,0.0,0.0,0.18653135723243525
"A bit thick to apply, but once it’s on, it stays all day.",Contigo Workday Travel Mug – Keeps Coffee Hot for Hours!,0.2379772663116455,0.03,0.5586314797401428,0.0,0.9160401002506265,0.0,0.0,0.0,0.0,0.1936276495891572
"A bit thick to apply, but once it’s on, it stays all day.","Coppertone Suncream – Strong Scent, Strong Protection",0.11959473788738251,0.57,0.6917752623558044,0.0,0.8868253968253968,0.0,0.0,0.09090908607438043,0.05569032190138381,0.2683105338938165
"A bit thick to apply, but once it’s on, it stays all day.",Dreft Baby Powder Detergent – Gentle on Baby Clothes,0.3029748797416687,0.05,0.6105086207389832,0.0,0.8942857142857142,0.0,0.0,0.0,0.0,0.20641880164070736
"A bit thick to apply, but once it’s on, it stays all day.",Ecover Eco-Friendly Detergent – Perfect for the Eco-Conscious,0.0821932703256607,0.04,0.38984978199005127,0.0,0.8705555555555555,0.0,0.0,0.0,0.0,0.15362206754125196
"A bit thick to apply, but once it’s on, it stays all day.",EltaMD Pore-Friendly Sunscreen – Protection Without Clogging,0.21212653815746307,0.56,0.6558544635772705,0.0,0.8830555555555556,0.0,0.0,0.0952380905215422,0.055690321901383795,0.2735516633014684
"A bit thick to apply, but once it’s on, it stays all day.","Finish Detergent – Tough on Grease, No Residue Left",0.23676154017448425,0.04,0.5082949995994568,0.0,0.8761904761904762,0.0,0.0,0.0,0.0,0.18458300177382414
"A bit thick to apply, but once it’s on, it stays all day.",Finish Quantum Detergent – Stubborn Food Stains Gone,0.25761619210243225,0.03,0.475277841091156,0.0,0.8878250591016549,0.0,0.0,0.0,0.0,0.18341323247724922
"A bit thick to apply, but once it’s on, it stays all day.",Gain Powder Detergent – Fresh-Smelling Laundry for Days,0.222021222114563,0.07,0.6378322839736938,0.0,0.8853427895981087,0.0,0.0,0.08333332836805586,0.052744680287899054,0.21680825603803563
"A bit thick to apply, but once it’s on, it stays all day.",Hawaiian Tropic Waterproof Sunscreen – Pool Day Essential,0.22528035938739777,0.57,0.5575424432754517,0.06666666666666667,0.8835185185185185,0.16666666666666666,0.08243063610063524,0.18181817698347122,0.11359276407743946,0.31639069240847184
"A bit thick to apply, but once it’s on, it stays all day.",Hydro Flask Lightweight Insulation Mug – Stay Warm for Hours,0.19944420456886292,0.04,0.637887716293335,0.0,0.8956937799043062,0.0,0.0,0.0,0.0,0.19700285564072267
"A bit thick to apply, but once it’s on, it stays all day.",La Roche-Posay Sensitive Skin Sunscreen – No Breakouts,0.15075287222862244,0.56,0.5163276195526123,0.0,0.8757777777777778,0.0,0.0,0.0,0.0,0.2336509188398903
"A bit thick to apply, but once it’s on, it stays all day.",La Roche-Posay Suncream – The Best in Sun Protection,0.17473077774047852,0.56,0.6205207705497742,0.06666666666666667,0.8931481481481481,0.16666666666666666,0.08243063610063524,0.19047618575963732,0.15962777427982136,0.32380751399020313
"A bit thick to apply, but once it’s on, it stays all day.","Neutrogena Daily Sunscreen – Quick Absorption, No Grease",0.23775312304496765,0.57,0.6330002546310425,0.0,0.8903703703703704,0.0,0.0,0.08695651682419688,0.05869868646731191,0.27519766125976547
"A bit thick to apply, but once it’s on, it stays all day.",Neutrogena Face & Body Sunscreen – All-Purpose Protection,0.242540180683136,0.57,0.7043781876564026,0.0,0.9001818181818182,0.0,0.0,0.08695651682419688,0.12460120307672964,0.29207310071358705
"A bit thick to apply, but once it’s on, it stays all day.","Neutrogena Sunscreen – Soft, Protected Skin All Day",0.1810544729232788,0.58,0.7452163100242615,0.05263157894736842,0.896,0.1,0.08243063610063524,0.16666666170138905,0.12643711314952624,0.3256040858718288
"A bit thick to apply, but once it’s on, it stays all day.",OMO Powder Detergent – Leaves Residue on Dark Clothes,0.3054690957069397,0.04,0.5899094343185425,0.0,0.8913888888888889,0.0,0.0,0.0,0.0,0.20297415765715232
"A bit thick to apply, but once it’s on, it stays all day.",Persil Powder Detergent – Powerful Stain Removal,0.29646965861320496,0.05,0.5182032585144043,0.0,0.8785185185185185,0.0,0.0,0.0,0.0,0.1936879372940142
"A bit thick to apply, but once it’s on, it stays all day.",Seventh Generation Powder Detergent – Great for Sensitive Skin,0.25185003876686096,0.04,0.5824666619300842,0.0,0.8572222222222222,0.0,0.0,0.0,0.0,0.19239321365768525
"A bit thick to apply, but once it’s on, it stays all day.",Supergoop Premium Sunscreen – Worth Every Penny,0.21952712535858154,0.55,0.6243964433670044,0.0,0.8803174603174603,0.0,0.0,0.0,0.0,0.2526934476714496
"A bit thick to apply, but once it’s on, it stays all day.","Tide Powder Detergent – Fresh, Clean Clothes Every Time",0.29417654871940613,0.05,0.6434651017189026,0.0,0.9024074074074074,0.0,0.0,0.0,0.0,0.21000545087174624
"A bit thick to apply, but once it’s on, it stays all day.",Yeti Thermal Mug – No More Cold Coffee!,0.25344786047935486,0.04,0.4865451455116272,0.0,0.8754166666666666,0.0,0.0,0.0,0.0,0.1839344080730721
"A bit thick to apply, but once it’s on, it stays all day.",Zojirushi Scalding Hot Coffee Mug – Best Insulation Yet,0.2158009558916092,0.02,0.45615312457084656,0.0,0.9077519379844962,0.0,0.0,0.0,0.0,0.17774511316077243
"A bit thick to apply, but once it’s on, it stays all day.",Zojirushi Sleek Travel Mug – Perfect Fit for Car Holders,0.27055901288986206,0.04,0.5217874050140381,0.0,0.8855555555555555,0.0,0.0,0.0,0.0,0.19087799705105063
"A bit too perfumed for my taste, but it gets the job done.","Ariel Powder Detergent – Whites Brighter, Even in Cold Water",0.24593456089496613,0.03,0.6076943874359131,0.1,0.8220238095238095,0.2,0.15219598151975666,0.11764705384083066,0.04548041254429374,0.25788624508439667
"A bit too perfumed for my taste, but it gets the job done.","Arm & Hammer Powder Detergent – Great Value, Lasts Forever",0.25057756900787354,0.04,0.6931027173995972,0.0,0.8818877551020409,0.0,0.0,0.09090908628099197,0.13697426740480995,0.23260571057725704
"A bit too perfumed for my taste, but it gets the job done.","Banana Boat Beach-Saver Sunscreen – No Burns, Just Fun",0.1616770178079605,0.02,0.4547083079814911,0.0,0.8626712328767123,0.0,0.0,0.0,0.0,0.16656183985179598
"A bit too perfumed for my taste, but it gets the job done.",Cascade Complete Detergent – No Pre-Rinsing Needed for Grease,0.24784761667251587,0.02,0.646353006362915,0.0,0.880722891566265,0.0,0.0,0.1052631530193908,0.03732588803522574,0.2152791728507014
"A bit too perfumed for my taste, but it gets the job done.","Cascade Platinum Detergent – Pricey, But Worth It for Results",0.20964686572551727,0.02,0.5461329221725464,0.0,0.8904878048780488,0.0,0.0,0.0,0.0,0.1851408436417903
"A bit too perfumed for my taste, but it gets the job done.",Cascade Sparkling Clean Detergent – Your Dishes Will Shine,0.33238762617111206,0.03,0.651901364326477,0.0,0.8398126463700234,0.0,0.0,0.0,0.0,0.20601129298529028
"A bit too perfumed for my taste, but it gets the job done.",CeraVe Lightweight Sunscreen – Perfect Under Makeup,0.17902396619319916,0.03,0.49699661135673523,0.0,0.8124590163934426,0.0,0.0,0.0,0.0,0.16871995488259744
"A bit too perfumed for my taste, but it gets the job done.",Contigo All-Day Heat Retention Mug – Ideal for Travel,0.1425679624080658,0.01,0.41222283244132996,0.0,0.9014285714285715,0.0,0.0,0.0,0.0,0.16291326291977415
"A bit too perfumed for my taste, but it gets the job done.",Contigo Leak-Proof Mug – Toss in Your Bag with Confidence,0.19161830842494965,0.01,0.5686759948730469,0.0,0.8853488372093024,0.0,0.0,0.0,0.0,0.18396034894525543
"A bit too perfumed for my taste, but it gets the job done.",Contigo Workday Travel Mug – Keeps Coffee Hot for Hours!,0.2899368107318878,0.02,0.5269343256950378,0.0,0.9137844611528823,0.0,0.0,0.0,0.0,0.19451728861997866
"A bit too perfumed for my taste, but it gets the job done.","Coppertone Suncream – Strong Scent, Strong Protection",0.1733793020248413,0.02,0.5743431448936462,0.0,0.8601904761904762,0.0,0.0,0.0,0.0,0.18087921367877374
"A bit too perfumed for my taste, but it gets the job done.",Dreft Baby Powder Detergent – Gentle on Baby Clothes,0.3109125792980194,0.02,0.6868653297424316,0.0,0.8238961038961039,0.0,0.0,0.0,0.0,0.20463044588183943
"A bit too perfumed for my taste, but it gets the job done.",Ecover Eco-Friendly Detergent – Perfect for the Eco-Conscious,0.15207335352897644,0.01,0.5350841283798218,0.0,0.849561403508772,0.0,0.0,0.13333332835555575,0.0346081613230421,0.19051781945512977
"A bit too perfumed for my taste, but it gets the job done.",EltaMD Pore-Friendly Sunscreen – Protection Without Clogging,0.15515519678592682,0.02,0.5642892718315125,0.0,0.8825842696629214,0.0,0.0,0.0,0.0,0.18022541536448453
"A bit too perfumed for my taste, but it gets the job done.","Finish Detergent – Tough on Grease, No Residue Left",0.2277638167142868,0.03,0.6544663906097412,0.09090909090909091,0.8686411149825783,0.2,0.12460753056511296,0.0952380905215422,0.04295259269760011,0.2593976252222169
"A bit too perfumed for my taste, but it gets the job done.",Finish Quantum Detergent – Stubborn Food Stains Gone,0.2487337589263916,0.03,0.6639108657836914,0.07692307692307693,0.8879432624113475,0.2,0.08352692562479384,0.09999999520000023,0.03732588803522574,0.2587070858782808
"A bit too perfumed for my taste, but it gets the job done.",Gain Powder Detergent – Fresh-Smelling Laundry for Days,0.3675546646118164,0.04,0.8250927329063416,0.07692307692307693,0.8888888888888888,0.2,0.08352692562479384,0.1052631530193908,0.12359779889006564,0.3012052489849305
"A bit too perfumed for my taste, but it gets the job done.",Hawaiian Tropic Waterproof Sunscreen – Pool Day Essential,0.18986786901950836,0.02,0.4083603620529175,0.0,0.8296875,0.0,0.0,0.0,0.0,0.16087952567471397
"A bit too perfumed for my taste, but it gets the job done.",Hydro Flask Lightweight Insulation Mug – Stay Warm for Hours,0.29860034584999084,0.02,0.4625444710254669,0.0,0.8912918660287081,0.0,0.0,0.0,0.0,0.1858262981004629
"A bit too perfumed for my taste, but it gets the job done.",La Roche-Posay Sensitive Skin Sunscreen – No Breakouts,0.25934502482414246,0.02,0.3808818459510803,0.0,0.812,0.0,0.0,0.0,0.0,0.1635807634194692
"A bit too perfumed for my taste, but it gets the job done.",La Roche-Posay Suncream – The Best in Sun Protection,0.12557952105998993,0.01,0.3925934135913849,0.0,0.8192982456140351,0.0,0.0,0.0,0.0,0.14971902002948997
"A bit too perfumed for my taste, but it gets the job done.","Neutrogena Daily Sunscreen – Quick Absorption, No Grease",0.19036002457141876,0.02,0.5345138907432556,0.0,0.8188888888888889,0.0,0.0,0.0,0.0,0.1737514226892848
"A bit too perfumed for my taste, but it gets the job done.",Neutrogena Face & Body Sunscreen – All-Purpose Protection,0.21848002076148987,0.01,0.5338443517684937,0.0,0.8965454545454545,0.0,0.0,0.0,0.0,0.18431886967504868
