title,label
"Yes, States Are Reopening. That Doesn’t Mean the Pandemic Is Over",0
Model Finds Midwest and Southern States at Risk for COVID-19 Surges as They Reopen,0
As Many as 80 Percent of People with COVID-19 Aren’t Aware They Have the Virus,0
Just One Person Can Transmit COVID-19 to Dozens in a Few Hours,0
How People Are Practicing Healthier Behaviors in the Face of COVID-19,0
People Who Test Positive for COVID-19 After Recovering Aren't Infectious,0
Is It Safe to Get Your Hair Cut or Your Nails Done Right Now?,0
Losing Sleep During COVID-19? Here’s Tips on How and When to Exercise That Can Help,0
Is Now the Right Time to Get Your Annual Physical or Dental Cleaning?,0
Going to the Beach or Pool? What to Know About COVID-19 Risk,0
CDC Gives New Recommendations to Safely Reopen Amid COVID-19,0
Blacklight Videos Show How Easily COVID-19 Can Spread,0
Changes to Your Daily Routine During COVID-19 Can Make You Happier,0
COVID-19 Can Attack the Heart in Addition to the Lungs,0
What to Know About COVID-19 and Strokes,0
Can COVID-19 Damage Your Heart? Here’s What We Know,0
Mouthwash Can’t Replace a Mask for Stopping the Spread of COVID-19,0
What a Second Wave of Coronavirus in the Fall Could Look Like,0
A COVID-19 Vaccine by January? Here’s Why It’s Possible But Not Likely,0
COVID-19 at Work: How to Tell If Your Place of Employment Is Safe,0
When Will We Know If Reopening States Has Worked or Backfired?,0
Trump Is Taking Hydroxychloroquine: Why Experts Say You Shouldn’t,0
The Pandemic Will Cause PTSD for Some. Here’s What We Can Do About It,0
6 Feet May Not Be Enough: Wind May Carry Coronavirus Farther,0
COVID-19 Is Causing a Reduction in Child Vaccinations,0
"What to Know About PMIS, the COVID-19-Linked Syndrome Affecting Children",0
Why Your Local Hospital Is Going Broke During a Pandemic,0
"Research on Diabetes, Cancer, Parkinson’s Derailed by the COVID-19 Pandemic",0
A Certain Type of N95 Mask May Do More Harm Than Good,0
Physical Distancing Was Just Supposed to Buy Us Time. Was It Enough?,0
Warm Weather Won’t Stop the Spread of COVID-19,0
How to Fight the Spread of COVID-19 Misinformation on Social Media,0
What Tests for COVID-19 Antibodies Can and Can’t Tell Us About the Disease,0
Coronavirus Found in Semen: Can It Be Sexually Transmitted?,0
Here’s Why COVID-19 Is Much Worse Than the Flu,0
White House Cases Show How Easily COVID-19 Can Invade a Workplace,0
Remdesivir May Help Treat COVID-19. So Who Gets It First?,0
How to Manage IBD During the COVID-19 Outbreak,0
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,0
Job Loss Anxiety Could Be a Side Effect of COVID-19. Here Are Ways to Cope,0
How 4-Second Workouts Can Counteract Sitting All Day,0
What You Can Do If There’s a Shortage of Disinfectants in Your Area,0
Why COVID-19 is Hitting Men Harder Than Women,0
What We Can Learn from Countries That Have Already Reopened,0
How the Pandemic Is Motivating Me to Get Healthy,0
How You Can Help Protect the Health of Grocery Workers During COVID-19,0
What If Flu and COVID-19 Overlap? Australia Is Trying to Avoid That Scenario,0
Is the New Coronavirus Airborne? Here's What We Know,0
Retired MDs and Med Students Talk Working the COVID-19 Front Lines,0
What COVID-19 Is Doing to Our Mental Health,0
What to Consider Before You Try ‘Quaranteaming’,0
Temperature Checks Alone Aren’t Effective in Stopping COVID-19 Spread,0
How to Tell If the Hand Sanitizer You’re Buying Is Safe and Actually Works,0
Pets and COVID-19: Answers to All Your Questions,0
The Unusual COVID-19 Symptoms You Can Miss,0
6 Simple Tips for Effectively Organizing Your Kitchen During COVID-19,0
"High Blood Pressure Meds Don’t Increase COVID-19 Risks, Study Finds",0
COVID-19 Sheltering Can Make Things More Difficult for People with Eating Disorders,0
Delirium Is New Risk for COVID-19 Patients,0
Face Masks as a Fashion Accessory? Why We Should Encourage This Trend,0
Excess Deaths: People Who Are Dying Because of COVID-19 — but Not from It,0
Can Air Conditioning Spread COVID-19? Probably Not,0
New Zealand Has Only 20 COVID-19 Deaths. Vietnam Has Zero. How They Succeeded,0
Should You Consider Taking Meds for Depression During COVID-19?,0
COVID-19 Is Causing Food Shortages. Here’s How to Manage,0
How Contact Tracing Can Help Stop COVID-19,0
"Yes, ‘Quarantine Fatigue’ Is Real. Here’s How to Cope",0
US Cities With Pro Sports See More Flu Deaths,0
COVID-19: Study Reports 'Staggering' Death Rate in U.S. Among Those Infected Who Show Symptoms,0
"Passive Immunization May Slow Down SARS-CoV-2 and Boost Immunity in Patients, Buying Time",0
Controlled Human Infection Models and SARS-CoV-2 Vaccine Development,0
Using cellular networks to detect at-risk areas for spread of COVID-19,0
A potential new weapon in the war against superbugs,0
COVID-19 drug development could benefit from approach used against flu,0
Placentas from COVID-19-positive pregnant women show injury,0
Uncovering the Achilles heel of viruses,0
Estimating COVID-19 Spread by Looking at Past Trends of Influenza-Like Illnesses,0
"To Understand COVID-19, Researchers Review Aging, Immune Response to Viral Infections",0
When COVID-19 Meets Flu Season,0
New Technology Can Detect Anti-Virus Antibody in 20 Minutes,0
SARS Lessons for COVID-19 Vaccine Design,0
New AI Diagnostic Can Predict COVID-19 Without Testing,0
Outpatient COVID-19 Clues,0
Activation of the SARS Coronavirus 2 Revealed,0
Timing of Immune Response to COVID-19 May Contribute to Disease Severity,0
Researchers Identify Multiple Molecules That Shut Down SARS-Cov-2 Polymerase Reaction,0
Lab-Grown 'Mini-Brains' Suggest COVID-19 Virus Can Infect Human Brain Cells,0
Hamsters Develop Protective Immunity to COVID-19 and Are Protected by Convalescent Sera,0
Controlled human infection models and SARS-CoV-2 vaccine development,0
COVID-19: Study shows virus can infect heart cells in lab dish,0
Tuberculosis cases and deaths predicted to spike due to COVID-19,0
Bacterial predator could help reduce COVID-19 deaths,0
Defining Paths to Possible Mother to Child Coronavirus Transmission,0
Early Pandemic Paradox: Fewer UK Deaths from December 2019 to March 2020 Compared to the Previous 5 Years,0
New Article Clarifies Details of COVID-19 Respiratory Transmission,0
New Adjuvant Successful in Extending Immunity Against HIV,0
Environmental Conditions Found to Affect Stability of Virus That Causes COVID-19,0
MMR Vaccine Could Protect Against the Worst Symptoms of COVID-19,0
Nanosponges Could Intercept Coronavirus Infection,0
Off-the-Shelf Tool for Making Mouse Models of COVID-19,0
"Oral Antibiotics Work, Shorten Hospital Stays for IV Drug Users With Infections",0
Virus Co-Opts Immune Protein to Avoid Antiviral Defences,0
Researchers Identify Potent Antibody Cocktail to Treat COVID-19,0
"Maternal Transmission of COVID-19 to Baby During Pregnancy Is Uncommon, Study Finds",0
Tuberculosis Vaccine Strengthens Immune System,0
Combination Drug Treatments for COVID-19 Show Promise in Cell Culture Tests,0
Super-Potent Human Antibodies Protect Against COVID-19 in Animal Tests,0
Face Masks Critical in Preventing Spread of COVID-19,0
A Protein That Helps to Fight Viruses Can Also Block Lung Damage Repair,0
Promising Path Found for COVID-19 Therapeutics,0
How Targeting Killer T Cells in the Lungs Could Lead to Immunity Against Respiratory Viruses,0
"COVID-19 Mouse Model Will Speed Search for Drugs, Vaccines",0
Levels of SARS-CoV-2 RNA in Sewage Rose With COVID-19 Cases in Dutch Cities,0
We're Not All Equal in the Face of the Coronavirus,0
COVID-19 False Negative Test Results If Used Too Early,0
Putting COVID-19 Diagnostic Tests to the 'Test' -- How Do They Hold Up?,0
Methods to Inactivate and Safely Study SARS-CoV-2,0
"Survival of Coronavirus in Different Cities, on Different Surfaces",0
"To Understand COVID-19, Researchers Review Aging, Immune Response to Viral Infections",0
Osteoporosis Treatment May Also Protect Against Pneumonia,0
COVID-19 Drug Development Could Benefit from Approach Used Against Flu,0
"Researchers Map SARS-CoV-2 Infection in Cells of Nasal Cavity, Bronchia, Lungs",0
"Warmer Temperatures Slow COVID-19 Transmission, but Not by Much",0
Universal Virus Detection Platform to Expedite Viral Diagnosis,0
Evolution of Pandemic Coronavirus Outlines Path from Animals to Humans,0
When COVID-19 Meets Flu Season,0
"Using Riboflavin, UV Light Reduces SARS-CoV-2 Pathogens in Plasma, Whole Blood",0
Researchers Flag Similarities Between COVID-19 Deaths and Severe Rheumatic Illnesses,0
Low Vaccination Rates and 'Measles Parties' Fueled 2019 Measles Outbreak in NYC,0
Beware of False Negatives in Diagnostic Testing of COVID-19,0
New Technology Can Detect Anti-Virus Antibody in 20 Minutes,0
Immunity to Coronaviruses: What Do We Know So Far?,0
Uncovering the Achilles Heel of Viruses,0
Emerging Viral Diseases Causing Serious Issues in West Africa,0
COVID-19: Study Reports 'Staggering' Death Rate in U.S. Among Those Infected Who Show Symptoms,0
"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",0
Further Evidence Does Not Support Hydroxychloroquine for Patients With COVID-19,0
Detailed Analysis of Immune Response to SARS-CoV-2 Bodes Well for COVID-19 Vaccine,0
Can COVID-19 Spread Through Fecal Matter?,0
SARS Lessons for COVID-19 Vaccine Design,0
Study Confirms Cats Can Become Infected With and May Transmit COVID-19 to Other Cats,0
"In Victory Over Polio, Hope for the Battle Against COVID-19",0
The Challenges of Developing a Safe and Effective COVID-19 Vaccine,0
COVID-19 May Compound the Social and Economic Burdens of Parkinson's Disease,0
Testing Suggests 3 Percent of NHS Hospital Staff May Be Unknowingly Infected With Coronavirus,0
"Passive Immunization May Slow Down SARS-CoV-2 and Boost Immunity in Patients, Buying Time",0
Coronavirus Infection in Children -- It May Not Start With a Cough,0
"Coordinated Strategy to Accelerate COVID-19 Vaccine Candidates Is Key, Experts Say",0
Blood Test a Potential New Tool for Controlling Infections,0
New Triple Antiviral Drug Combination Shows Early Promise for Treating COVID-19 in Phase 2 Randomized Trial,0
Newly Discovered Cell Type Plays Crucial Role in Immune Response to Respiratory Infections,0
Pangolins May Possess Evolutionary Advantage Against Coronavirus,0
Repurposing Existing Drugs for COVID-19 Offers a More Rapid Alternative to a Vaccine,0
Tobacco Smoking Increases Lung Entry Points for COVID-19 Virus,0
Outpatient COVID-19 Clues,0
"Bat 'Super Immunity' May Explain How Bats Carry Coronaviruses, Study Finds",0
Dual Personalities Visualized for Shape-Shifting Molecule,0
"Sewage Poses Potential COVID-19 Transmission Risk, Experts Warn",0
Towards Antibodies Against COVID-19,0
Mutations in SARS-CoV-2 Offer Insights Into Virus Evolution,0
Supercomputer Simulations Present Potential Active Substances Against Coronavirus,0
Two Drugs Show Promise Against COVID-19,0
Intensive Farming Increases Risk of Epidemics,0
Study to Determine Incidence of Novel Coronavirus Infection in U.S. Children Begins,0
Activation of the SARS Coronavirus 2 Revealed,0
Coronavirus SARS-CoV-2 Infects Cells of the Intestine,0
Timing of Immune Response to COVID-19 May Contribute to Disease Severity,0
Wildfire Smoke Has Immediate Harmful Health Effects,0
"COVID-19 Mouse Model Will Speed Search for Drugs, Vaccines",0
How Targeting Killer T Cells in the Lungs Could Lead to Immunity Against Respiratory Viruses,0
Undersized Airways May Explain Why Nonsmokers Get COPD,0
Shining Light on a Malignant Lung Cancer,0
A protein that helps to fight viruses can also block lung damage repair,0
Reducing severe breathlessness and psychological trauma in COVID-19 ARDS survivors,0
Osteoporosis treatment may also protect against pneumonia,0
"Researchers map SARS-CoV-2 infection in cells of nasal cavity, bronchia, lungs",0
Mouse model mimics SARS-CoV-2 infection in humans,0
"Machine that oxygenates blood may help critically ill COVID-19 patients, according to study",0
How COVID-19 Kills,0
COPD and Smoking Associated With Higher COVID-19 Mortality,0
"Pediatric Coronavirus Disease (COVID-19) X-Ray, CT in Review of New Lung Disorders",0
NIH investigators hope CD47 study leads to broad-spectrum infectious diseases immunotherapy,0
Experts identify steps to expand and improve antibody tests in COVID-19 response,0
NIH halts clinical trial of hydroxychloroquine,0
All of Us Research Program launches COVID-19 research initiatives,0
NIH launches analytics platform to harness nationwide COVID-19 patient data to speed treatments,0
NIH researchers identify key genomic features that could differentiate SARS-CoV-2 from other coronaviruses that cause less severe disease,0
NIH-funded study to evaluate drugs prescribed to children with COVID-19,0
Microglia in the olfactory bulb have a nose for protecting the brain from infection,0
Study identifies potential approach to treat severe respiratory distress in patients with COVID-19,0
Peer-reviewed data shows remdesivir for COVID-19 improves time to recovery,0
NIH-funded study to investigate pregnancy outcomes resulting from COVID-19 pandemic,0
NIH Director: Defeating COVID-19 requires unprecedented action and collaboration,0
Investigational ChAdOx1 nCoV-19 vaccine protects monkeys against COVID-19 pneumonia,0
NIH begins clinical trial of hydroxychloroquine and azithromycin to treat COVID-19,0
"Coordinated strategy to accelerate multiple COVID-19 vaccine candidates is key, NIH experts say",0
NIH clinical trial testing antiviral remdesivir plus anti-inflammatory drug baricitinib for COVID-19 begins,0
NIH-supported research survey to examine impact of COVID-19 on rare diseases community,0
NIH Statement on World Asthma Day 2020,0
Study to determine incidence of novel coronavirus infection in U.S. children begins,0
COVID-19: What MNT's experts want you to know now,0
Why are some people at greater risk of severe COVID-19?,0
My experience battling COVID-19 - Medical News Today,0
How deadly is coronavirus (COVID-19)? Research and more,0
COVID-19: Study highlights sources of misinformation,0
COVID-19 emergency measures 'made a profound difference',0
Hope against COVID-19: Drug cuts deaths by a third and other,0
COVID-19: Drug targets enzymes that enable virus to invade,0
Popular COVID-19 videos on YouTube misinform the public,0
"Older men less worried about COVID-19, study suggests",0
5 new reasons for hope in the fight against COVID-19,0
Black people four times as likely to test positive for COVID-19,0
COVID-19: Could gut bacteria be involved?,0
Food industry 'shares blame' for severity of COVID-19 pandemic,0
Can antibiotics treat COVID-19 (coronavirus) plus other,0
Can COVID-19 trigger diabetes? - Medical News Today,0
Study suggests a protein may predict severe COVID-19,0
How long does it take for COVID-19 (coronavirus) symptoms,0
What are the early symptoms of coronavirus (COVID-19)?,0
COVID-19: 3-drug combo treatment may be successful,0
COVID-19: Scientists identify promising drug candidates,0
The effect of the COVID-19 pandemic on primary healthcare,0
COVID-19: Herd immunity may occur sooner than previously,0
Is coronavirus airborne? COVID-19 transmission,0
How does the COVID-19 pandemic affect older adults?,0
COVID-19: How many strains of the new coronavirus are there?,0
'A no-win situation' — Expert weighs in on COVID-19 racial,0
"COVID-19: New drug candidates, treatments offer reasons for",0
Tests may miss more than 1 in 5 COVID-19 cases,0
Can vitamin C prevent or treat COVID-19 (coronavirus)?,0
COVID-19 symptoms in kids: What do children experience?,0
Alcohol and coronavirus (COVID-19): Myths and effects on the,0
COVID-19 patients experience neurological symptoms,0
ACTION trial: Could azithromycin help treat COVID-19?,0
COVID-19: First bowel imaging study implicates blood clots,0
Convalescent plasma therapy for COVID-19: Why is it,0
Thrombosis expert on COVID-19: 'I've never seen such sticky,0
What treatments are there for the novel coronavirus (COVID,0
Scientist warns against fast-tracking COVID-19 vaccine trials,0
Latest evidence on obesity and COVID-19,0
Dementia genotype may increase COVID-19 vulnerability,0
COVID-19 symptoms in babies: Signs to watch for,0
Racial inequalities in COVID-19 — the impact on black,0
"'We don't have a health system': Expert on prisons, race, and",0
"COVID-19 antigen test could give quick results, but is not",0
COVID-19: How the world is coping with restrictive measures,0
5 Persistent myths about coronavirus and why they are untrue.,0
'Increasing concern' over COVID-19 race-related disparities,0
Diabetes and COVID-19 in-hospital mortality rates,0
"Latinx people more vulnerable to COVID-19, US study finds",0
How to make face masks for (coronavirus) covid-19,0
Novel coronavirus: What we know so far - Medical News Today,0
COVID-19: Cancer drug may quench inflammation in severely,0
PTSD and coronavirus (COVID-19): Symptoms and how to cope,0
Why COVID-19 ICU patients may face risk of heart issues,0
"Antibody tests for COVID-19: What are they, and what do they",0
Mouthwash may reduce spread of the new coronavirus,0
Study identifies possible antibody to new coronavirus,0
Depression and COVID-19: Tips on management and how to,0
Impact of COVID-19 on US hospitals worse than predicted,0
Coronavirus and pregnancy: What to know,0
What face mask to use during the COVID-19 pandemic,0
COVID-19: FDA grant remdesivir emergency use after,0
Air pollution decreased in China during initial response to,0
The dual effects of COVID-19 lockdowns on air quality,0
New COVID-19 antibody test may reflect virus immunity more,0
Widespread face mask use can control COVID-19 outbreak,0
Autism and COVID-19: Management and seeking help,0
"COVID-19, fighting breast cancer, and mental health counseling",0
Hypochondria and COVID-19: Managing health anxiety,0
COVID-19: Ethnicity may raise mortality risk,0
COVID-19 and asthma: Risks and precautions,0
How to care for someone with depression during the COVID,0
COVID-19: Cost of care puts off 1 in 7 people from seeking,0
COVID-19: AI tool speeds up scientific review process,0
How to cope during the novel coronavirus (COVID-19) pandemic,0
Antibody from SARS survivor's blood neutralizes new,0
Convalescent plasma appears safe for treating COVID-19,0
New study warns of COVID-19 impact on cardiovascular health,0
56% of pregnant women in hospital for COVID-19 black,0
ADHD and COVID-19: Tips and how to manage it,0
Scientists discover unique mutation of new coronavirus,0
"COVID-19: Antibodies, testing, and how the body develops",0
Untested COVID-19 therapies may do more harm than good,0
How the pandemic is affecting mental health in diverse US,0
Pooling samples could accelerate new coronavirus testing,0
Should people take vitamin D to ward off the new coronavirus?,0
Bipolar and COVID-19: Tips on management and how to cope,0
Agoraphobia and COVID-19: Triggers and support,0
Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,0
"Social anxiety and COVID-19: Signs, impact, and how to cope",0
OCD and COVID-19: Triggers and how to cope with them,0
Schizophrenia and COVID-19: Management and support,0
"Eating disorders and COVID-19: Triggers, coping, and support",0
Could a novel UV light device inactivate SARS-CoV-2 on,0
"No link between hypertension drugs and COVID-19 risk, study",0
First human trial of SARS-CoV-2 vaccine: Initial results in,0
What material is best for homemade masks?,0
"Can hydroxychloroquine treat COVID-19? Findings, research",0
40–45% who contract new coronavirus are asymptomatic,0
People who smoke may have more receptors for the new,0
Close relative of SARS-CoV-2 found in bats,0
Why we need more research on animal infection with the new,0
'Nanosponges' act as a decoy for the new coronavirus,0
"'Summer is not going to make this go away,' study concludes",0
Coronavirus (COVID-19) origin: Cause and how it spreads,0
The new coronavirus may spread more easily in crowded homes,0
No evidence that mutations to SARS-CoV-2 increase,0
"Cytokine release syndrome: Symptoms, treatment, and COVID",0
Best available evidence supports physical distancing and face,0
New drug candidate against the novel coronavirus,0
Donating blood during a pandemic - Medical News Today,0
Temperature has 'modest' effect on SARS-CoV-2 transmission,0
Coronavirus vs. flu: How to tell the difference,0
How do people cope with the pandemic? Survey reveals,0
Racial inequalities in health: What MNT's experts want you to,0
How to care for someone with dementia: Tips and seeking help,0
US distancing measures stabilized but did not reduce SARS,0
Coronavirus and blood clots: Why does coronavirus cause,0
DNA of virus spread across hospital ward in 10 hours,0
What can healthcare staff do to prevent PTSD during the,0
The importance of regulating mood with activities during,0
Empathy and misinformation: An open letter to healthcare,0
"SARS: Causes, symptoms, and prevention",0
"How long does a sore throat last? Causes, duration, and",0
"Halotherapy: Benefits, side effects, and risks",0
How the pandemic is influencing the mental health of caregivers,0
"Cabin fever: Definition, symptoms, and how to cope",0
"What is contact tracing, and does it work? - Medical News Today",0
Microbiome may mediate link between climate change and,0
Letter from the Editor: A week of bitter truths,0
"Sore throat and headache: Causes, treatment, and prevention",0
Managing depression during quarantine - Medical News Today,0
Mayo Clinic experts to help guide Delta Air Lines COVID-19 safety measures,0
Mayo Clinic launches advanced care at home model of care,0
Mayo Clinic receives $26 million from BARDA for COVID-19 convalescent plasma expanded access program,0
‘Mayo Clinic Anxiety Coach’ e-tool to help children with mental health concerns,0
Mayo hospitals again receive ‘A’ grades for patient safety,0
Cleveland Clinic Researchers Develop First Model to Predict Likelihood of Testing Positive for COVID-19 and Outcomes from the Disease,0
How Many More Will Die From Fear of the Coronavirus?,0
Cleveland Clinic Akron General to Open COVID-19 Testing Site in Akron,0
"Cleveland Clinic Sends Caregivers To New York, Michigan To Assist In COVID-19 Efforts",0
Cleveland Clinic Launches Initiative to Assist Employers in Safely Returning to Work,0
Leading the Way in Innovative Research for COVID-19 Patients,0
Air Force Reserve Salutes COVID-19 First Responders and Front-Line Caregivers with Flyover,0
"As Services Resume, Our Hospitals Remain Safe: A Message from Cleveland Clinic CEO, President Tom Mihaljevic, M.D.",0
Cleveland Clinic Resumes Services Paused During COVID-19 Pandemic,0
Broadway Shutdown Extended Through Early 2021,0
EU Bars U.S. Travelers in Reopening Plan,0
"Daily COVID-19 Cases Could Rise to 100,000",0
FBI: Beware of Scammers Selling Fake COVID-19 Antibody Tests,0
Northeast Adds 8 More States to Quarantine List,0
"Bars in LA, Beaches in Florida Close for July 4",0
"Amid Pandemic, Too Many Americans Are Hesitating to Call 911",0
Mask Up! Don't Let Down Your Guard Against COVID-19,0
"Woman Beats COVID, Celebrates 100th Birthday",0
Hardest-Hit States See Long COVID-19 Testing Lines,0
Texas Governor Regrets Early Bar Reopening,0
Poll Shows More Americans Now Fear the Virus,0
U.S. Rural Areas Also See COVID-19 Increases,0
"Fauci Urges Mask Use, Says Young at Great Risk",0
Studies Detail Syndrome in Kids Linked to COVID,0
COVID-19 Fallout: Tons of Trash,0
Rising Cases Sparks More Face Mask Requirements,0
What COVID Means To Those Who Can't Work At Home,0
Hispanic Americans Being Hit Hard By COVID-19,0
Americans are Moving at ‘Pre-Pandemic Levels’,0
"Almost 180,000 U.S. COVID-19 Deaths by Oct. 1",0
U.S. Infections Likely 10 Times Higher,0
Texas Gov. Pauses Economic Reopening,0
Herd Immunity Threshold Could Be As Low As 43%,0
Rethinking Youth Suicide Prevention During COVID,0
NBA to Use High-Tech Rings to Help Detect COVID-19,0
Is It Safe to Go Out to Eat?,0
Airports Asks Congress for Face Mask Policies,0
Early CDC COVID-19 Test Kits 'Likely Contaminated',0
Largest Single-Day Jump in COVID-19 Cases Reported,0
Inhaled Version of Remdesivir Gets Clinical Trials,0
COVID Spreads Quickly in Crowded Homes,0
Severe COVID Ups Odds for Heart Conditions 10-Fold,0
Does COVID-19 Trigger New Cases of Diabetes?,0
"Despite Predictions, Loneliness Not Rising for Americans Under Lockdown",0
"More States, Cities Require Face Masks in Public",0
WHO Says COVID-19 Is Accelerating,0
Big Surprise Medical Bills for COVID Survivors,0
CDC Says COVID-19 Numbers Increasing Again,0
Theaters Reopening in July With Mask Guidelines,0
COVID-19 Antibodies Can Disappear After 2-3 Months,0
California Now Requires Face Masks in Public,0
Florida Could Be Next COVID-19 Epicenter,0
Arizona is ‘Worst Off’ Right Now,0
Dad Meets Newborn Son Weeks After Surviving COVID-19,0
Is It Safe to Play Sports?,0
"Mosquito, Tick Populations Unchecked Amid COVID-19",0
Only 3 States ‘On Track to Contain’ Coronavirus,0
COVID Surges Among Young Adults,0
Can Kids Go To Summer Camp? Expert Offers Advice,0
COVID Survivor Blood Transfusion a Safe Treatment,0
Cancer Drug Might Help Curb Severe COVID-19,0
Minority Medicare Patients Hospitalized More Often,0
Masks No Longer Required in West Wing,0
How COVID is Affecting U.S. Food Supply Chain,0
How Well Do Americans Know the Facts About COVID?,0
Black Atlanta COVID-19 Patients Hospitalized More,0
NYC to Enter Phase Two of Reopening Plan on Monday,0
"Americans at Unhappiest Level in 50 Years, Study Says",0
Beijing Schools Close During New COVID-19 Outbreak,0
Low-Dose Radiation Therapy May Help COVID Patients,0
Honduras President Tests Positive for COVID-19,0
