content,true_label,predicted_label,model,prompt_method
"<!-- DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN""-->

<html>
<head>
<title> Goats Of Joy Home Page To The World.</title>
</head>
<body background=""backgr1.gif"">
<center>
<h1>Goats Of Joy Home Page To The World</h1>
<br/>
<h2>Page Admin: Slappy</h2>
<h3>Version 2.2 Last Updated 27/9/95</h3>
<hr size=""5"" width=""70%""/>
<img src=""goats.gif""/>
<hr size=""5"" width=""70%""/>
</center>
<br/>
This page (as you can tell), is still in it's early development, though most things now work. If you are reading this, not being one of the goats of joy, then:<br/>
a) How the hell did you get here!<br/>
b) Why the hell did you want to!<br/>
c) Let's us know what you actually think. (See address below)<br/>
<br/>
The Goats of Joy are a gathering of people that basically go under the name ""The Goats"".<br/>
<br/>
The following are people and places that the Goats of Joy are made up of. Please wipe your feet at the door, and come on in.<br/>
<br/>
<center><blink><h3>Places and people to go and see.</h3></blink></center>
<br/>
<a href=""http://cleo.murdoch.edu.au/~cosgrave/goatinfo.html""><img src=""doom.gif""/>Goats of Joy Information Page:</a> Who and what we are and doing at this time.<br/>
<a href=""http://cleo.murdoch.edu.au/~cosgrave/slappy.html""><img src=""slappy.gif""/>Slappy's Dungeon:</a> By far the best home page around!<br/>
<a href=""http://cleo.murdoch.edu.au/~broad/""><img src=""oscar.gif""/>Steve Goats </a>link to the world and more.<br/>
<a href=""http://cleo.murdoch.edu.au/~cosgrave/""><img src=""snoopy.gif""/>Liam Goats </a>assault on your senses.<br/>
<a href=""http://cleo.murdoch.edu.au/~cosgrave/goatpics.html""><img src=""face2.gif""/>Pictures of us all. </a> NOTE: Under construction.<br/>
<br/>
In the near future look for new and exciting additions by Adam and Rewi Goat, and other Goats that may sneak up and use my computer!<br/>
<br/>
If you are here coz ya like <a href=""http://www.ics.uci.edu/~pazzani/4H/Goats.html"">Goats</a> then have a glance at this site.<br/>
<br/>
<hr size=""5""/>
OK...That's all....Bugger off somewhere else.<br/>
<br/>
P.S The System administration takes no responsibility for any action that may or may not be implied, 
or otherwise, undertaken by the reader of this material.<br/>
<br/>
Mail can be flamed towards this address: <a href=""mailto:cgking@echidna.cowan.edu.au"">My email address maybe!</a>
<hr/>
</body></html>",False,False,gpt-3.5-turbo,few_shot_learning
"<html>
<title>Animals I Have Known</title>
<body>
<h2>A pictorial tour of some of the animals <br/>
(and people) in my life</h2>

These are the first scans of these images.  Soon, I'll be coming back to 
clean them up and make them a bit smaller so that all the poor people
like me who only have SLIP connections don't have to spend so long
waiting for the pictures come in.<p>
<img src=""gifs/animals/kodiak.gif""/><br/>
I know it's just a boring, cliche`, dog picture to the rest of you
but to my brother and I, this dog had so much character I had to
put him in.  Sadly, Kodiak is no longer with us.<p>
<img src=""gifs/animals/patches.gif""/><br/>
In this picture, we see my first dog, Patches, being very patient
with my younger brother, Jason.  Jason is the one on the right
and yes, that is a banana peel on the dog's head.<p>
<img src=""gifs/animals/goat.gif""/><br/>
This is a goat we met in Amsterdam.  No other goats to be found.
No other animals of any kind.  We weren't on a farm; in fact, we 
were just on our way to a tulip nursery.  Apparently, goats just
roam free on the outskirts of Amsterdam.  Who says travel isn't
broadening?<p>
<img src=""gifs/animals/lions.gif""/><br/> Of course every university
seems to have animals or statues of some sort that yell/roar/ring/etc.
when freshmen/virgins/coeds/etc.  walk by.  At 
<a href=""http://www.purdue.edu"">Purdue University</a>, these are the
lions that roar when virgins go by.  Of course, to alums the most
enduring symbol of the University was the old smokestack which was
torn down the year after I graduated.  I don't have any pictures of
the smokestack so the lions will have to do in its absence.<p>
<img src=""gifs/animals/sbc06.gif""/><br/>
I met this goose while I was working at <a href=""http://www.anl.gov"">
Argonne National Labs</a>.  Argonne is on a nature preserve and is
very picturesque.  Known more to the outside residents for its unique
herd of albino deer and to the interns for its <i>Evil and Agressive
Swans</i>, the only pictures I seem to have are of the geese.  Go
figure!<p>
<img src=""gifs/animals/sbc08.gif""/><br/>
People are some of my favorite animals.  The original of this photo
just might be my favorite out of all those I've ever taken.  I caught
these kids at a swim meet in Greenwood, IN.  I was coaching at the time
but during the break between the morning and afternoon sessions the 
pool was mostly deserted and I was able to take a few pics of these 
girls in natural, childlike play.<p>
</p></p></p></p></p></p></p></body>
</html>",False,False,gpt-3.5-turbo,few_shot_learning
"<html>
<body>
<title>Global Health Network</title>
<h1>Global Health Network Home Page</h1>
<img src=""ghnet-logo1.gif""/><p>
<img src=""ghnet-vision1.gif""/><p>
<hr/>
<hr/>
<h2>Welcome to the Global Health Network World Wide Web Server</h2>
<a href=""45.html"">
<img align=""top"" src=""4.25.gif""/>
<img align=""top"" src=""5.25.gif""/>
</a><p>
<hr/>
<hr/>

The GHNet is an Internet-based information system developed to improve medical 
collaborations and information exchanges between local, national, and international participants.<p>
<hr/>
<hr/>

(GRAPHICS)<p>
<hr/>
<hr/>
<a href=""1.html"">
<img align=""top"" src=""1.25.gif""/>
</a><p>
<hr/>
<hr/>
<a href=""3.html"">
<img align=""top"" src=""3.25.gif""/>
</a><p>
<hr/>
<hr/>
<a href=""2.html"">
<img align=""top"" src=""2.25.gif""/>
</a><p>
<hr/>
<hr/>

(MORE GRAPHICS)

<hr/>
<hr/>
<h1>Links to Other Organizations</h1>
<ul>
<li><a href=""http://www.nlm.nih.gov/top_level.dir/nlm_online_info.html"">National Library of Medicine</a>.
<li><a href=""http://www.who.ch/"">World Health Organization</a>.
<li><a href=""http://cancer.med.upenn.edu/"">Cancer Links</a>.
<li><a href=""http://galaxy.einet.net/galaxy/Medicine.html"">The World of Medicine</a>.
<li><a href=""http://shgc-www.stanford.edu/"">DNA/Human Genome Research</a>.
</li></li></li></li></li></ul>
</p></p></p></p></p></p></p></p></body>
</html>",True,False,gpt-3.5-turbo,few_shot_learning
"<html>
<head>
<!-- DocMaster David Hopp -->
<!-- Last revised 20Oct94 -->
<title>Research Triangle Pharmaceuticals - RTP</title>
</head>
<body>
<h2>RTP<br/>
Research Triangle Pharmaceuticals</h2>
<address>4364 S. Alston Ave. Durham NC 27713<br/>
tel: (919) 361-2277 fax: (919) 361-2290</address>
<a name=""TOC"">Table of Contents</a>
<ul>
<li><a href=""#PROFILE"">Company Profile</a></li>
<li><a href=""people.html"">People at RTP</a></li>
<li><a href=""#MICRO"">MicroCrystal</a></li>
<ul>
<li><a href=""#MICRO1"">Technology Profile</a></li>
<li><a href=""#MICRO2"">Advantages of MicroCrystals Technology</a></li>
<li><a href=""#MICRO3"">MicroCrystal Technology vs. Liposomes</a></li>
<li><a href=""#MICRO4"">Oral Availability</a></li>
<li><a href=""#MICRO5"">Payload Capacity</a></li>
<li><a href=""#MICRO6"">Sustained Release</a></li>
<li><a href=""#MICRO7"">Immediate Release</a></li>
<li><a href=""#MICRO8"">Toxicity</a></li>
<li><a href=""#MICRO9"">Marketing Exclusivity</a></li>
<li><a href=""#MICRO10"">Conclusion</a></li>
</ul>
<hr/>
<h3><a name=""PROFILE"">Company Profile</a></h3>
RTP is a technology development company.  The primary business focus of RTP is to acquire, develop, and out-license novel pharmaceutical products and technologies that offer significant medical and health care benefits.  Among other innovations, the <a #micro""""="""" href="""">MicroCrystal(TM)</a> drug delivery system for water-insoluble drugs is RTP's flagship technology.
<br/>
<a href=""#TOC"">ToC</a>
<hr/>
<h3><a name=""MICRO"">MicroCrystal</a></h3>
<h4><a name=""MICRO1"">Technology Profile</a></h4>
MicroCrystal(TM) technology consists of encapsulation of a water-insoluble pharmaceutical agent in natural or semi-synthetic phospholipids. The final product is a very fine aqueous suspension of submicron-sized (0.3 to 1.0 micron) phospholipid-coated drug -- MicroCrystals. The components used in MicroCrystal technology are biocompatible and are classified by the U.S. Food and Drug Administration (FDA) as Generally Recognized As Safe. Both liquid and lyophilized dosage forms are available.
<p>
The concept of using phospholipids for drug delivery has intrigued scientists for decades. After years of research, RTP has successfully devised a lipid-based drug delivery system for oral, parenteral, or topical administration of hydrophobic compounds.
</p>
<br/>
<a href=""#TOC"">ToC</a>
<h4><a name=""MICRO2"">Advantages of MicroCrystal Technology</a></h4>
The MicroCrystal drug delivery system offer many advantages over other drug drug delivery systems. These advantages ranges from payload capacity to marketing exclusivity. RTP is committed to the MicroCrystal drug delivery system.
<br/>
<a href=""#TOC"">ToC</a>
<h4><a name=""MICRO3"">MicroCrystal Technology vs. Liposomes</a></h4>
Unlike liposomes, which are primarily meant to entrap water-soluble agents, MicroCrystal formulations are ideal for water-insoluble drugs. 
<ul>
<li>MicroCrystal(TM)</li>
<ul>
<li>Inner core is hydrophobic</li>
<li>Lipid chains point inward</li>
<li>High payloa",False,False,gpt-3.5-turbo,few_shot_learning
"<title>Cornell's College of Veterinary Medicine </title>

<body>
<center>
<img alt=""Cornell Vet Banner"" height=""192"" src=""cvm-ban2.gif"" width=""440""/>
<h1>Cornell Vet Web Resource</h1>
</center>
<br/><img alt=""line separator"" src=""/icons/owl-l.gif""/><br/>
Welcome to the Cornell University College of Veterinary Medicine Web Server. 
<br/>
Here is some general information about the 
<a href=""http://zoo.vet.cornell.edu/clinfo/cl-intro.html"">Vet College</a> 
and the <a href=""http://zoo.vet.cornell.edu/DL/dl.html"">Diagnostic Lab</a>.
<p>
<ul>
Check out the following local services:
<li><a href=""http://128.253.111.188/cvm/home/cvm.html"">Experimental Home Page</a> (Case simulations, Patient records, etc.  local use only)
<li><a href=""gopher://zoo.vet.cornell.edu/"">The College's Gopher Server</a>.
<li><a href=""http://drylab.vet.cornell.edu/vet.html"">The Dry Lab Web Server</a>.
<li>Information about <a href=""http://zoo.vet.cornell.edu/consultant.html"">CONSULTANT</a>
 (Computer-Aided Diagnosis)
<li>Read our newsletter <a href=""viewpoints"">Veterinary Viewpoints</a>
<li>See pictures of recent
<a href=""construction/"">construction </a>
going on at the college.
</li></li></li></li></li></li></ul>
<p>
<b>Attention Seniors &amp; Alumni:</b> CIT is now offering Internet access through a new
service called <a href=""http://helpdesk-www.cit.cornell.edu/IAP/Access/CUCONN/CUCONN.html"">CU-Connect</a>
<p><br/><img alt=""line separator"" src=""/icons/light-l.gif""/><br/>

Below is a list of external references for veterinary medical information:

<ol>
<li> <a href=""http://netvet.wustl.edu/welcome.htm"">NetVet: Veterinary Resources Page</a>
<li> <a href=""http://www.cc.emory.edu/WHSCL/medweb.html#toc3"">Biomedical Internet Resources (Emory)</a>
<li> <a href=""http://scholar.lib.vt.edu/ejournals/vetfda.html"">FDA Approved Animal Drug DataBase (Virginia Tech)</a>
<li> <a href=""http://www.nlm.nih.gov/"">HyperDOC: The National Library of Medicine (NLM)</a>
<li> <a href=""http://kuhttp.cc.ukans.edu/cwis/units/medcntr/Lee/HOMEPAGE.HTML"">Medical Matrix (Kansas)</a>
<li> <a href=""http://www.cvm.uiuc.edu/NAPCC.html"">National Animal Poison Control Center (Illinois)</a>
<li> <a href=""http://www.cdc.gov/ncidod/EID/eid.htm"">Emerging Infectious Diseases (CDC)</a>
<li> <a href=""http://www.med.nyu.edu/nih-guide.html"">NIH Guide to Grants &amp; Contracts (NYU)</a>
<li> <a href=""gopher://gopher.health.state.ny.us/11/.consumer/.factsheets"">Communicable Disease Factsheets (NYS Dept. of Health)</a>
<li> <a href=""http://netvet.wustl.edu/vschool.htm"">Other Veterinary Schools (NetVet)</a>
<li> <a href=""http://www.mother.com/~vin/"">Veterinary Information Network (VIN)</a>
<li> <a href=""http://netvet.wustl.edu/noah.htm"">AVMA's Network of Animal Health (NOAH)</a>
<img alt=""&lt;&lt;-- new!"" src=""icons/new.gif""/>
<li> Get the latest Veterinary News
<a href=""http://www.fda.gov/cgi-bin/VETNEWS.pl"">VETNEWS</a> from
the New <a href=""http://www.fda.gov/bbs/bbs.html"">FDA BBS</a>
</li></li></li></li></li></li></li></li><",True,True,gpt-3.5-turbo,few_shot_learning
"<title>Mastitis in Dairy Goats </title>

# Mastitis in Dairy Goats 

---

## J.K. Shearer &amp; B. Harris, Jr.

Mastitis is a general term which refers to inflammation of the mammary gland, regardless of cause. It is characterized by physical, chemical, and usually bacteriological changes in the milk and by pathological changes in the udder. Early recognition and prompt treatment are important for limiting tissue damage and production losses. However, since treatment is often unrewarding, emphasis should be on mastitis control and prevention.

<pre>

<li><a href=""/~fairsweb/text/ds/2493.html"">MASTITIS DETECTION</a></li>
<li><a href=""/~fairsweb/text/ds/2492.html"">SOMATIC CELL COUNTS OF GOAT MILK</a></li>
<li><a href=""/~fairsweb/text/ds/2491.html"">COMMON MASTITIS PATHOGENS OF GOATS</a></li>
<li><a href=""/~fairsweb/text/ds/2487.html"">TREATMENT OF MASTITIS IN GOATS</a></li>
<li><a href=""/~fairsweb/text/ds/2490.html"">MASTITIS PREVENTION IN DAIRY GOATS</a></li>
<li><a href=""/~fairsweb/text/ds/2489.html"">SUMMARY</a></li>
<li><a href=""/~fairsweb/text/ds/2488.html"">REFERENCES</a></li>
</pre>",False,True,gpt-3.5-turbo,few_shot_learning
"<title>UCDMC General Information Page</title>

<img align=""top"" src=""ucdmc.gif""/>

# The University of California Davis Medical Center

Welcome to the University of California Davis Medical Center. We are nowin the process of creating extensive Hyper-Media documents which will be available through the World Wide Web. Please continue to check back fromtime to time.

---

Click [here](ucdmc/index.html) for more information about theUC Davis Medical Center

---
Thank you for your interest in UCDMC.

April 12, 1995.

webmaster@ucdmc.ucdavis.edu",False,False,gpt-3.5-turbo,few_shot_learning
"<html>
<head>
<title>The MIDAS Consortium</title>
<link href=""mailto:ckahn@mcw.edu"" rev=""made""/>
</head>
<body>
<a href=""about-the-picture.html""><img align=""left"" alt="""" border=""0"" height=""195"" hspace=""10"" src=""MIDAS.GIF"" width=""299""/></a> <h1>MIDAS</h1>
<h2>The Medical Informatics and Decision Science Consortium</h2>
<h3>Milwaukee, Wisconsin, USA</h3>
<br clear=""all""/>
<hr size=""5""/>
The Medical Informatics and Decision Science (MIDAS) Consortium
brings together faculty and students of two major
academic centers in Milwaukee, Wisconsin.
<p>
<a href=""http://www.mcw.edu""><img align=""left"" alt="""" border=""0"" hspace=""10"" src=""MCW.GIF""/></a>
<h3><i>MEDICAL COLLEGE OF WISCONSIN</i></h3>
<ul>
<li><a href=""http://www.mcw.edu/radiology/info-sci.html"">Section of Information and Decision Sciences</a><br/>
Department of Radiology
</li></ul>
<br clear=""all""/>
<p>
<a href=""http://www.uwm.edu""><img align=""left"" alt="""" border=""0"" height=""64"" hspace=""18"" src=""UWM.gif"" width=""84""/></a>
<h3><i>UNIVERSITY OF WISCONSIN - MILWAUKEE</i></h3>
<ul>
<li>Artificial Intelligence Laboratory<br/>
<a href=""http://www.cs.uwm.edu/"">Department of Electrical Engineering
and Computer Science</a>
</li></ul>
<br clear=""all""/>
<hr/>
<h2><img alt="""" hspace=""3"" src=""blue.ball.GIF""/>What We're Doing</h2>
<dl>
<dt>
<dd><h3><img alt=""*"" src=""idea.gif""/> <a href=""projects.html"">Research projects</a></h3>
<dd><h3><img alt=""*"" src=""teacher.gif""/> <a href=""courses.html"">Educational programs</a></h3>
<dd><h3><img alt=""*"" src=""world.gif""/> <a href=""resources.html"">Internet resources</a></h3>
<dd><h3><img alt=""*"" src=""lunchbox.gif""/> <a href=""lunch.html"">Lab lunch</a></h3>
</dd></dd></dd></dd></dt></dl>
<hr/>
<h2><img alt="""" hspace=""3"" src=""blue.ball.GIF""/>Who We Are</h2>
<ul>
<li><a href=""http://www.cs.uwm.edu/faculty/haddawy"">Peter Haddawy, PhD</a> (Co-Director)
<li><a href=""kahn.html"">Charles E. Kahn, Jr., MD</a> (Co-Director)
<p>
<li><a href=""students.html"">Students</a>
<li><a href=""friends.html"">Collaborators</a>
<li><a href=""mission.html"">Mission statement</a>
</li></li></li></p></li></li></ul>
<hr/>
The MIDAS Consortium's activities are supported in part by:
<ul>
<li>National Science Foundation
<li>The Whitaker Foundation
<li>Sun Microsystems
<li>National Library of Medicine (for
	<a href=""http://www.mcw.edu/iaims/"">IAIMS</a>
	planning at MCW)
</li></li></li></li></ul>
<p>
| MIDAS Home Page |

30 August 1995 |
</p></p></p></body>
</html>",False,False,gpt-3.5-turbo,few_shot_learning
"<html>
<head>
<title>The News &amp; Observer</title>
<body>
<p align=""center""><tt>The News &amp; Observer</tt></p>
<table border="""" width=""100%"">
<caption align=""top""><h1>Wednesday, Oct. 18.</h1></caption>
<tr>
<th>Time

<th>Livestock Competition

<th>Other Competition

<th>Free<br/>Entertain-<br/>ment

<th>Paid Entertain-<br/>ment

</th></th></th></th></th></tr>
<tr>
<td>9 a.m.

<td>Angus Beef Cattle Show<br/>Limousin Beef Cattle Show<br/>Horse Show - Paso Finos &amp; Carriage Driving

<td>Electrical Contest

<td><br/>
<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>10 a.m.

<td><br/>
<td>Folk Festival

<td>Folk Festival

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>Noon

<td>Santa Gertrudis Beef Cattle Show<br/>Shorthorn Beef Cattle Show

<td><br/>
<td>Down on the Farm at the Barnyard Palace<br/>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>1 p.m.

<td><br/>
<td>Folk Festival

<td>Folk Festival<br/>Grandstand-Harness Racing

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>2 p.m.

<td>Chester White, Tamworth, Berkshire, Hampshire, Yorkshire and Landrace Swine Shows

<td><br/>
<td>Down on the Farm at the Barnyard Palace<br/>Scheer's Lumberjack Show<br/>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>4 p.m.

<td><br/>
<td>Folk Festival

<td>Folk Festival<br/>Down on the Farm at the Barnyard Palace<br/>Scheer's Lumberjack Show<br/>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>5 p.m.

<td><br/>
<td><br/>
<td><br/>
<td>Joie Chitwood Thrill Show

</td></td></td></td></td></tr>
<tr>
<td>6 p.m.

<td><br/>
<td><br/>
<td>Down on the Farm at the Barnyard Palace<br/>Scheer's Lumberjack Show<br/>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>7 p.m.

<td><br/>
<td><br/>
<td>The Charlie Daniels Band
<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>8 p.m.

<td><br/>
<td><br/>
<td>Down on the Farm at the Barnyard Palace<br/>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>8:30 p.m.

<td><br/>
<td><br/>
<td><br/>
<td>Joie Chitwood Thrill Show

</td></td></td></td></td></tr>
<tr>
<td>9 p.m.

<td><br/>
<td><br/>
<td>Racing Pigs, Ducks &amp; Goats

<td><br/>
</td></td></td></td></td></tr>
<tr>
<td>9:45 p.m.

<td><br/>
<td><br/>
<td>Fireworks<br/>Exhibit Halls Close

<td><br/>
</td></td></td></td></td></tr>
</table><p>

Most horse shows and livestock shows run day-long each day,with break for meals and class changes.<p>
<p align=""center"">
<img alt=""The News &amp; Observer"" border=""1"" height=""38"" src=""nologojr.gif"" width=""180""/><br/><i>© 1995 The News and Observer Publishing Company, Raleigh, North Carolina.</i>
<p>
</p></p></p></p></body></head></html>",False,False,gpt-3.5-turbo,few_shot_learning
"<html><head><title>The Sheep Home Page</title></head>
<body bgcolor=""#F9F9F9"" link=""#0B59BD"" text=""#012F03"" vlink=""#C108B6"">
<hr size=""8"" width=""80%""/>
<center><h1>
<font size=""+6"">T</font>he 
<font size=""+6"">S</font>heep 
<font size=""+6"">H</font>ome 
<font size=""+6"">P</font>age - 
<font size=""+6"">B</font>aaaaa!</h1></center>
<hr size=""8"" width=""80%""/>
<center><img src=""http://promland.com/HowEwe.gif""/><h2>Sheep, sheep sheep, we love you!!</h2>
If it weren't for sheep, we'd have no sweaters or lamb chops!
<p>
Sheep are warm and fuzzy, and make wonderful companions!!</p></center><p>
<hr/>
<center><h2>Entertainment</h2>
<img src=""http://promland.com/Sheep/PlayBillSheep.gif""/>
</center>
<center>
<hr width=""60%""/>
<h3>Hear people making sheep noises:</h3>
<ul>
<li><a href=""http://promland.com/Sheep/henry.au""><strong>Henry</strong></a>
<li><a href=""/HenrysSheep/gregsheep.au""><strong>Greg</strong></a>
<li><a href=""/HenrysSheep/SuesSheepSounds.au""><strong>Sue</strong></a>
<li><a href=""/HenrysSheep/EricsSheepSound.au""><strong>Eric</strong></a>
</li></li></li></li></ul>
</center>
<hr width=""60%""/>
<li><a href=""http://www.wmin.ac.uk/sounds/sheep1.au""><h3>Link to Real Sheep Noises</h3></a>
<hr width=""60%""/>

<h3>Links to other Sheep Sites on the Web</h3>
<ul>
<li><a href=""http://netvet.wustl.edu/0n:\smrum.htm|/""><strong>Small Ruminants Page</strong></a>
<li><a href=""http://www.cs.yale.edu/HTML/YALE/CS/HyPlans/loosemore-sandra/clipart.html""><strong>Clip Art Sheep</strong></a>
<li><a href=""gopher://gopher.ocf.berkeley.edu:70/00/Library/Monty_Python/sheep""><strong>Monty Python's Flying Circus Flying Sheep Skit</strong></a>
<li><a href=""http://gateway.telecom.ksu.edu/""><strong>Kansas Sheep</strong></a>
<li><img align=""middle"" alt=""New !!"" hspace=""6"" src=""http://www.webcom.com/ttsw/quilt/New.gif""/><a href=""http://stout.bull.com/~dodds/sheepask.html""><strong>Sheep Calculator</strong></a>
</li></li></li></li></li></ul>
<hr/>
<center><h2>Have Fun!!  Play the <a href=""/HenrysSheep/SheepGame.html"">Sheep Game</a></h2></center>
<hr/>
<center><h2>Career Opportunities</h2>
<img src=""http://Promland.com/SheepCareer.gif""/></center>
<p><a href=""/HenrysSheep/GradStory.html"">An unsolicited <strong>TRUE</strong> story from a recent Graduate in his own words</a>
<hr/>
<a href=""/HenrysSheep/SheepInBible.html""><h2>Religion &amp; Sheep</h2></a>
<hr/>
<p>Like this page, tell <a href=""Mailto:hfarkas@ims.advantis.com"">Henry<img hspace=""6"" src=""http://promland.com/Sheep/HenryOnDuck.gif""/></a>, this was his idea
<p>And no, Henry is not a professional shepherd, he just acts as a volunteer in his spare time.
<p>And Henry has been known to lend a hand during the shearing season!!
<p>
<li><a href=""http://newstand.ims.advantis.com/henry/NewHavenDancers.html"">Check out his <strong>New Haven Dancers</strong> page.</a>
<hr/>
<font size=""-1"">Date of last update 12/10/95
<p>
<a href=""../Default.html"">TTSW Home Page</a>
<p>
Problems with this site, e-mail <a href=""MailTo:Webmaster@ttsw.com"">Webma",False,False,gpt-3.5-turbo,few_shot_learning
"<title>psr sucks goats</title>

#### 3A. ESSAY: IN ORDER FOR THE ADMISSIONS STAFF TO GET TO KNOW YOU, THE APPLICANT, BETTER, WE ASK THAT YOU ANSWER THE FOLLOWING QUESTION:ARE THERE ANY SIGNIFICANT EXPERIENCES YOU HAVE HAD, OR ACCOMPLISHMENTS YOUHAVE REALIZED, THAT HAVE HELPED TO DEFINE YOU AS A PERSON.

I am a dynamic figure, often seen scaling walls and crushing ice. I havebeen known to remodel train stations on my lunch breaks, making them moreefficient in the area of heat retention. I translate ethnic slurs for Cubanrefugees, I write award-winning operas, I manage time efficiently.Occasionally, I tread water for three days in a row.

I woo women with my sensuous and godlike trombone playing, I can pilotbicycles up severe inclines with unflagging speed, and I cook Thirty-MinuteBrownies in twenty minutes. I am an expert in stucco, a veteran in love,and an outlaw in Peru.

Using only a hoe and a large glass of water, I once single-handedlydefended a small village in the Amazon Basin from a horde of ferocious armyants. I play bluegrass cello, I was scouted by the Mets, I am the subjectof numerous documantaries. When I'm bored, I build large suspension bridgesin my yard. I enjoy urban hang gliding. On Wednesdays, after school, Irepair electrical appliances free of charge.

I am an abstract artist, a concrete analyst, and a ruthless bookie. Criticsworldwide swoon over my original line of corduroy evening wear. I don'tperspire. I am a private citizen, yet I receive fan mail. I have beencaller number nine and have won the weekend passes. Last summer I touredNew Jersey with a traveling centrifugal-force demonstration. I bat .400. Mydeft floral arrangements have earned me fame in international botanycircles. Children trust me.

I can hurl tennis rackets at small moving objects with deadly accuracy. Ionce read Paradice Lost, Moby Dick, and David Copperfield in one day andstill had time to refurbish an entire dining room that evening. I know theexact location of every food item in the supermarket. I have performedseveral covert operations for CIA. I sleep only once a week; when I dosleep, I sleep in a chair. While on vacation in Canada, I succesfullynegotiated with a group of terrorists who had seized a small bakery. Thelaws of physics do not apply to me.

I balance, I weave, I dodge, I frolic, and my bills are all paid. Onweekends, to let off steam, I participate in full-contact origami. Yearsago I discovered the meaning of life but forgot to write it down. I havemade extraordinary four course meals using only a mouli and a toaster oven.I breed prizewinning clams. I have won bullfights in San Juan, cliff-divingcompetitions in Sri Lanka, and spelling bees at the Kremlin. I have playedHamlet, I have performed open-heart surgery, and I have spoken with Elvis.",True,False,gpt-3.5-turbo,few_shot_learning
"<title>Australian sheep and wool handbook </title>

### Australian sheep and wool handbook 

__DJ Cottle (Ed)__

_Univ. of New South Wales, Kensington, NSW_

---
This is the first comprehensive publication to bring together the principles on which all the activities in the industry are based. The 22 contributing authors from Departments of Agriculture, Universities and commercial organisations are all leaders in their field. This is an essential reference for graziers and those involved in the sheep and wool industry, undergraduate and postgraduate students. 

---
1991, 499p., refs, illus, indexes, hardcover ISBN 0 909605 60 2__ $69.95__

__Publisher__ Melbourne, VIC: Inkata Press 

[Return to publication list](cpbk.html)

[How to order](order.html)",False,False,gpt-3.5-turbo,few_shot_learning
